case,event,startTime,completeTime
Case13,A10,1970/12/3 0:47,1970/12/3 0:47
Case13,A1,2008/10/9 14:47,2008/10/9 14:47
Case13,A2,2008/10/9 14:47,2008/10/9 14:47
Case13,A3,2008/10/9 14:47,2008/10/9 14:47
Case13,A4,2008/10/9 14:47,2008/10/9 14:47
Case13,A5,2008/10/9 14:48,2008/10/9 14:48
Case13,A6,2008/10/9 14:48,2008/10/9 14:48
Case13,A7,2008/10/9 15:22,2008/10/9 15:22
Case13,A8,2008/10/15 5:05,2008/10/15 5:05
Case13,A9,2008/10/15 5:05,2008/10/15 5:05
Case14,A10,1970/12/3 0:47,1970/12/3 0:47
Case14,A1,2008/9/29 23:35,2008/9/29 23:35
Case14,A2,2008/9/29 23:35,2008/9/29 23:35
Case14,A3,2008/9/29 23:35,2008/9/29 23:35
Case14,A4,2008/9/29 23:36,2008/9/29 23:36
Case14,A5,2008/9/30 14:19,2008/9/30 14:19
Case14,A6,2008/9/30 14:19,2008/9/30 14:19
Case14,A7,2008/9/30 14:22,2008/9/30 14:22
Case14,A8,2008/10/6 5:01,2008/10/6 5:01
Case14,A9,2008/10/6 5:01,2008/10/6 5:01
Case15,A10,1970/12/3 0:47,1970/12/3 0:47
Case15,A1,2009/1/6 18:42,2009/1/6 18:42
Case15,A2,2009/1/6 18:42,2009/1/6 18:42
Case15,A3,2009/1/6 18:42,2009/1/6 18:42
Case15,A4,2009/1/6 18:43,2009/1/6 18:43
Case15,A5,2009/1/6 18:45,2009/1/6 18:45
Case15,A6,2009/1/6 18:45,2009/1/6 18:45
Case15,A7,2009/1/7 14:21,2009/1/7 14:21
Case15,A8,2009/1/13 6:01,2009/1/13 6:01
Case15,A9,2009/1/13 6:01,2009/1/13 6:01
Case16,A10,1970/12/3 0:47,1970/12/3 0:47
Case16,A1,2009/3/11 17:27,2009/3/11 17:27
Case16,A2,2009/3/11 17:27,2009/3/11 17:27
Case16,A3,2009/3/11 17:27,2009/3/11 17:27
Case16,A4,2009/3/11 17:30,2009/3/11 17:30
Case16,A5,2009/3/11 17:33,2009/3/11 17:33
Case16,A6,2009/3/11 17:33,2009/3/11 17:33
Case16,A7,2009/3/11 17:39,2009/3/11 17:39
Case16,A8,2009/3/17 6:04,2009/3/17 6:04
Case16,A9,2009/3/17 6:04,2009/3/17 6:04
Case17,A10,1970/12/3 0:47,1970/12/3 0:47
Case17,A1,2009/4/16 17:10,2009/4/16 17:10
Case17,A2,2009/4/16 17:10,2009/4/16 17:10
Case17,A3,2009/4/16 17:10,2009/4/16 17:10
Case17,A4,2009/4/16 17:13,2009/4/16 17:13
Case17,A6,2009/4/16 19:51,2009/4/16 19:51
Case17,A5,2009/4/16 19:59,2009/4/16 19:59
Case17,A14,2009/4/16 21:46,2009/4/16 21:46
Case17,A17,2009/4/16 21:46,2009/4/16 21:46
Case17,A7,2009/5/8 20:24,2009/5/8 20:24
Case17,A16,2009/5/8 20:24,2009/5/8 20:24
Case17,A8,2009/5/14 5:00,2009/5/14 5:00
Case17,A9,2009/5/14 5:00,2009/5/14 5:00
Case18,A10,1970/12/3 0:47,1970/12/3 0:47
Case18,A1,2008/5/20 23:59,2008/5/20 23:59
Case18,A2,2008/5/20 23:59,2008/5/20 23:59
Case18,A3,2008/5/20 23:59,2008/5/20 23:59
Case18,A4,2008/5/21 0:03,2008/5/21 0:03
Case18,A5,2008/5/21 13:18,2008/5/21 13:18
Case18,A6,2008/5/21 13:18,2008/5/21 13:18
Case18,A14,2008/5/21 13:30,2008/5/21 13:30
Case18,A15,2008/5/21 13:30,2008/5/21 13:30
Case18,A7,2008/5/22 13:29,2008/5/22 13:29
Case18,A16,2008/5/22 13:29,2008/5/22 13:29
Case18,A8,2008/5/28 5:02,2008/5/28 5:02
Case18,A9,2008/5/28 5:02,2008/5/28 5:02
Case19,A10,1970/12/3 0:47,1970/12/3 0:47
Case19,A1,2008/8/22 21:12,2008/8/22 21:12
Case19,A2,2008/8/22 21:12,2008/8/22 21:12
Case19,A3,2008/8/22 21:12,2008/8/22 21:12
Case19,A4,2008/8/22 21:13,2008/8/22 21:13
Case19,A5,2008/8/22 21:15,2008/8/22 21:15
Case19,A6,2008/8/22 21:15,2008/8/22 21:15
Case19,A7,2008/8/25 14:09,2008/8/25 14:09
Case19,A8,2008/8/31 5:01,2008/8/31 5:01
Case19,A9,2008/8/31 5:01,2008/8/31 5:01
Case20,A10,1970/12/3 0:47,1970/12/3 0:47
Case20,A1,2009/6/10 18:21,2009/6/10 18:21
Case20,A2,2009/6/10 18:21,2009/6/10 18:21
Case20,A3,2009/6/10 18:21,2009/6/10 18:21
Case20,A4,2009/6/10 19:17,2009/6/10 19:17
Case20,A5,2009/6/11 14:11,2009/6/11 14:11
Case20,A6,2009/6/11 14:11,2009/6/11 14:11
Case20,A7,2009/6/25 14:27,2009/6/25 14:27
Case20,A8,2009/7/1 5:00,2009/7/1 5:00
Case20,A9,2009/7/1 5:00,2009/7/1 5:00
Case21,A10,1970/12/3 0:47,1970/12/3 0:47
Case21,A1,2008/3/11 18:52,2008/3/11 18:52
Case21,A2,2008/3/11 18:52,2008/3/11 18:52
Case21,A3,2008/3/11 18:52,2008/3/11 18:52
Case21,A4,2008/3/11 18:53,2008/3/11 18:53
Case21,A5,2008/3/11 19:05,2008/3/11 19:05
Case21,A6,2008/3/11 19:05,2008/3/11 19:05
Case21,A7,2008/3/11 19:45,2008/3/11 19:45
Case21,A8,2008/3/17 6:06,2008/3/17 6:06
Case21,A9,2008/3/17 6:06,2008/3/17 6:06
Case22,A10,1970/12/3 0:47,1970/12/3 0:47
Case22,A1,2008/12/1 16:37,2008/12/1 16:37
Case22,A2,2008/12/1 16:37,2008/12/1 16:37
Case22,A3,2008/12/1 16:37,2008/12/1 16:37
Case22,A4,2008/12/1 17:40,2008/12/1 17:40
Case22,A5,2008/12/1 17:41,2008/12/1 17:41
Case22,A6,2008/12/1 17:41,2008/12/1 17:41
Case22,A7,2008/12/1 17:45,2008/12/1 17:45
Case22,A8,2008/12/7 6:04,2008/12/7 6:04
Case22,A9,2008/12/7 6:04,2008/12/7 6:04
Case23,A10,1970/12/3 0:47,1970/12/3 0:47
Case23,A1,2009/5/13 15:50,2009/5/13 15:50
Case23,A2,2009/5/13 15:50,2009/5/13 15:50
Case23,A3,2009/5/13 15:50,2009/5/13 15:50
Case23,A4,2009/5/13 16:11,2009/5/13 16:11
Case23,A5,2009/5/13 21:26,2009/5/13 21:26
Case23,A6,2009/5/13 21:26,2009/5/13 21:26
Case23,A7,2009/5/13 21:33,2009/5/13 21:33
Case23,A8,2009/5/19 5:05,2009/5/19 5:05
Case23,A9,2009/5/19 5:05,2009/5/19 5:05
Case24,A10,1970/12/3 0:47,1970/12/3 0:47
Case24,A1,2008/7/18 15:03,2008/7/18 15:03
Case24,A2,2008/7/18 15:03,2008/7/18 15:03
Case24,A3,2008/7/18 15:03,2008/7/18 15:03
Case24,A4,2008/7/18 15:05,2008/7/18 15:05
Case24,A5,2008/7/18 15:10,2008/7/18 15:10
Case24,A6,2008/7/18 15:10,2008/7/18 15:10
Case24,A7,2008/7/18 15:17,2008/7/18 15:17
Case24,A8,2008/7/24 5:04,2008/7/24 5:04
Case24,A9,2008/7/24 5:04,2008/7/24 5:04
Case25,A10,1970/12/3 0:47,1970/12/3 0:47
Case25,A1,2008/4/21 19:41,2008/4/21 19:41
Case25,A2,2008/4/21 19:41,2008/4/21 19:41
Case25,A3,2008/4/21 19:41,2008/4/21 19:41
Case25,A4,2008/4/21 19:43,2008/4/21 19:43
Case25,A2,2008/4/21 19:46,2008/4/21 19:46
Case25,A5,2008/4/21 19:48,2008/4/21 19:48
Case25,A6,2008/4/21 19:48,2008/4/21 19:48
Case25,A14,2008/4/21 19:49,2008/4/21 19:49
Case25,A18,2008/4/21 19:49,2008/4/21 19:49
Case25,A7,2008/4/22 20:17,2008/4/22 20:17
Case25,A16,2008/4/22 20:17,2008/4/22 20:17
Case25,A8,2008/4/28 5:02,2008/4/28 5:02
Case25,A9,2008/4/28 5:02,2008/4/28 5:02
Case26,A10,1970/12/3 0:47,1970/12/3 0:47
Case26,A1,2008/11/14 17:04,2008/11/14 17:04
Case26,A2,2008/11/14 17:04,2008/11/14 17:04
Case26,A3,2008/11/14 17:04,2008/11/14 17:04
Case26,A4,2008/11/14 17:05,2008/11/14 17:05
Case26,A5,2008/11/17 16:41,2008/11/17 16:41
Case26,A6,2008/11/17 16:41,2008/11/17 16:41
Case26,A7,2008/11/17 16:54,2008/11/17 16:54
Case26,A8,2008/11/23 6:02,2008/11/23 6:02
Case26,A9,2008/11/23 6:02,2008/11/23 6:02
Case27,A10,1970/12/3 0:47,1970/12/3 0:47
Case27,A1,2008/11/4 18:49,2008/11/4 18:49
Case27,A2,2008/11/4 18:49,2008/11/4 18:49
Case27,A3,2008/11/4 18:49,2008/11/4 18:49
Case27,A11,2008/11/4 18:55,2008/11/4 18:55
Case27,A5,2008/11/4 19:03,2008/11/4 19:03
Case27,A6,2008/11/4 19:03,2008/11/4 19:03
Case27,A7,2008/11/4 19:27,2008/11/4 19:27
Case27,A8,2008/11/10 6:07,2008/11/10 6:07
Case27,A9,2008/11/10 6:07,2008/11/10 6:07
Case28,A10,1970/12/3 0:47,1970/12/3 0:47
Case28,A1,2008/5/7 14:27,2008/5/7 14:27
Case28,A2,2008/5/7 14:27,2008/5/7 14:27
Case28,A3,2008/5/7 14:27,2008/5/7 14:27
Case28,A4,2008/5/7 14:28,2008/5/7 14:28
Case28,A5,2008/5/7 14:30,2008/5/7 14:30
Case28,A6,2008/5/7 14:30,2008/5/7 14:30
Case28,A14,2008/5/7 14:30,2008/5/7 14:30
Case28,A15,2008/5/7 14:30,2008/5/7 14:30
Case28,A7,2008/5/22 13:30,2008/5/22 13:30
Case28,A16,2008/5/22 13:30,2008/5/22 13:30
Case28,A8,2008/5/28 5:00,2008/5/28 5:00
Case28,A9,2008/5/28 5:00,2008/5/28 5:00
Case29,A10,1970/12/3 0:47,1970/12/3 0:47
Case29,A1,2009/11/6 17:50,2009/11/6 17:50
Case29,A12,2009/11/6 17:50,2009/11/6 17:50
Case29,A3,2009/11/6 17:50,2009/11/6 17:50
Case29,A11,2009/11/6 21:40,2009/11/6 21:40
Case29,A5,2009/11/9 14:15,2009/11/9 14:15
Case29,A6,2009/11/9 14:15,2009/11/9 14:15
Case29,A14,2009/11/9 20:29,2009/11/9 20:29
Case29,A18,2009/11/9 20:29,2009/11/9 20:29
Case29,A7,2009/11/10 15:54,2009/11/10 15:54
Case29,A16,2009/11/10 15:54,2009/11/10 15:54
Case29,A8,2009/11/16 6:01,2009/11/16 6:01
Case29,A9,2009/11/16 6:01,2009/11/16 6:01
Case30,A10,1970/12/3 0:47,1970/12/3 0:47
Case30,A1,2008/11/29 0:16,2008/11/29 0:16
Case30,A2,2008/11/29 0:16,2008/11/29 0:16
Case30,A3,2008/11/29 0:16,2008/11/29 0:16
Case30,A4,2008/11/29 0:19,2008/11/29 0:19
Case30,A5,2008/12/1 14:33,2008/12/1 14:33
Case30,A6,2008/12/1 14:33,2008/12/1 14:33
Case30,A7,2008/12/3 14:59,2008/12/3 14:59
Case30,A8,2008/12/9 6:00,2008/12/9 6:00
Case30,A9,2008/12/9 6:00,2008/12/9 6:00
Case31,A10,1970/12/3 0:47,1970/12/3 0:47
Case31,A1,2009/4/20 23:53,2009/4/20 23:53
Case31,A2,2009/4/20 23:53,2009/4/20 23:53
Case31,A3,2009/4/20 23:53,2009/4/20 23:53
Case31,A5,2009/4/20 23:56,2009/4/20 23:56
Case31,A6,2009/4/20 23:56,2009/4/20 23:56
Case31,A7,2009/4/20 23:57,2009/4/20 23:57
Case31,A8,2009/4/26 5:08,2009/4/26 5:08
Case31,A9,2009/4/26 5:08,2009/4/26 5:08
Case32,A10,1970/12/3 0:47,1970/12/3 0:47
Case32,A1,2008/2/27 18:09,2008/2/27 18:09
Case32,A2,2008/2/27 18:09,2008/2/27 18:09
Case32,A3,2008/2/27 18:09,2008/2/27 18:09
Case32,A4,2008/2/27 18:12,2008/2/27 18:12
Case32,A5,2008/2/27 18:28,2008/2/27 18:28
Case32,A6,2008/2/27 18:28,2008/2/27 18:28
Case32,A7,2008/2/29 20:56,2008/2/29 20:56
Case32,A8,2008/3/6 6:05,2008/3/6 6:05
Case32,A9,2008/3/6 6:05,2008/3/6 6:05
Case33,A10,1970/12/3 0:47,1970/12/3 0:47
Case33,A1,2008/8/1 15:32,2008/8/1 15:32
Case33,A4,2008/8/1 15:32,2008/8/1 15:32
Case33,A3,2008/8/1 15:32,2008/8/1 15:32
Case33,A5,2008/8/1 15:42,2008/8/1 15:42
Case33,A6,2008/8/1 15:42,2008/8/1 15:42
Case33,A7,2008/8/5 14:09,2008/8/5 14:09
Case33,A8,2008/8/11 5:01,2008/8/11 5:01
Case33,A9,2008/8/11 5:01,2008/8/11 5:01
Case34,A10,1970/12/3 0:47,1970/12/3 0:47
Case34,A1,2009/7/22 22:20,2009/7/22 22:20
Case34,A11,2009/7/22 22:20,2009/7/22 22:20
Case34,A3,2009/7/22 22:20,2009/7/22 22:20
Case34,A4,2009/7/22 22:23,2009/7/22 22:23
Case34,A5,2009/7/22 22:24,2009/7/22 22:24
Case34,A6,2009/7/22 22:24,2009/7/22 22:24
Case34,A7,2009/7/23 20:36,2009/7/23 20:36
Case34,A8,2009/7/29 5:02,2009/7/29 5:02
Case34,A9,2009/7/29 5:02,2009/7/29 5:02
Case35,A10,1970/12/3 0:47,1970/12/3 0:47
Case35,A1,2008/2/7 17:13,2008/2/7 17:13
Case35,A2,2008/2/7 17:13,2008/2/7 17:13
Case35,A3,2008/2/7 17:13,2008/2/7 17:13
Case35,A11,2008/2/7 17:35,2008/2/7 17:35
Case35,A5,2008/2/7 17:36,2008/2/7 17:36
Case35,A6,2008/2/7 17:36,2008/2/7 17:36
Case35,A7,2008/2/7 17:40,2008/2/7 17:40
Case35,A8,2008/2/13 6:05,2008/2/13 6:05
Case35,A9,2008/2/13 6:05,2008/2/13 6:05
Case36,A10,1970/12/3 0:47,1970/12/3 0:47
Case36,A1,2008/7/22 17:40,2008/7/22 17:40
Case36,A2,2008/7/22 17:40,2008/7/22 17:40
Case36,A3,2008/7/22 17:40,2008/7/22 17:40
Case36,A4,2008/7/22 18:03,2008/7/22 18:03
Case36,A5,2008/7/22 18:30,2008/7/22 18:30
Case36,A6,2008/7/22 18:30,2008/7/22 18:30
Case36,A7,2008/7/22 18:36,2008/7/22 18:36
Case36,A8,2008/7/28 5:09,2008/7/28 5:09
Case36,A9,2008/7/28 5:09,2008/7/28 5:09
Case37,A10,1970/12/3 0:47,1970/12/3 0:47
Case37,A1,2009/9/24 23:28,2009/9/24 23:28
Case37,A11,2009/9/24 23:28,2009/9/24 23:28
Case37,A3,2009/9/24 23:28,2009/9/24 23:28
Case37,A5,2009/9/25 13:23,2009/9/25 13:23
Case37,A6,2009/9/25 13:23,2009/9/25 13:23
Case37,A7,2009/9/25 19:02,2009/9/25 19:02
Case37,A8,2009/10/1 5:01,2009/10/1 5:01
Case37,A9,2009/10/1 5:01,2009/10/1 5:01
Case38,A10,1970/12/3 0:47,1970/12/3 0:47
Case38,A1,2008/8/29 18:02,2008/8/29 18:02
Case38,A2,2008/8/29 18:02,2008/8/29 18:02
Case38,A3,2008/8/29 18:02,2008/8/29 18:02
Case38,A13,2008/8/29 18:02,2008/8/29 18:02
Case38,A5,2008/8/29 19:26,2008/8/29 19:26
Case38,A6,2008/8/29 19:26,2008/8/29 19:26
Case38,A7,2008/8/29 20:32,2008/8/29 20:32
Case38,A8,2008/9/4 5:07,2008/9/4 5:07
Case38,A9,2008/9/4 5:07,2008/9/4 5:07
Case39,A10,1970/12/3 0:47,1970/12/3 0:47
Case39,A1,2009/8/10 12:56,2009/8/10 12:56
Case39,A4,2009/8/10 12:56,2009/8/10 12:56
Case39,A3,2009/8/10 12:56,2009/8/10 12:56
Case39,A5,2009/8/10 12:57,2009/8/10 12:57
Case39,A6,2009/8/10 12:57,2009/8/10 12:57
Case39,A11,2009/8/10 12:57,2009/8/10 12:57
Case39,A7,2009/8/10 13:00,2009/8/10 13:00
Case39,A8,2009/8/16 5:04,2009/8/16 5:04
Case39,A9,2009/8/16 5:04,2009/8/16 5:04
Case40,A10,1970/12/3 0:47,1970/12/3 0:47
Case40,A1,2008/4/4 17:17,2008/4/4 17:17
Case40,A2,2008/4/4 17:17,2008/4/4 17:17
Case40,A3,2008/4/4 17:17,2008/4/4 17:17
Case40,A4,2008/4/4 17:43,2008/4/4 17:43
Case40,A5,2008/4/4 17:47,2008/4/4 17:47
Case40,A6,2008/4/4 17:47,2008/4/4 17:47
Case40,A14,2008/4/4 17:47,2008/4/4 17:47
Case40,A15,2008/4/4 17:47,2008/4/4 17:47
Case40,A7,2008/4/14 14:16,2008/4/14 14:16
Case40,A16,2008/4/14 14:16,2008/4/14 14:16
Case40,A8,2008/4/21 5:02,2008/4/21 5:02
Case40,A9,2008/4/21 5:02,2008/4/21 5:02
Case41,A10,1970/12/3 0:47,1970/12/3 0:47
Case41,A1,2008/7/23 17:44,2008/7/23 17:44
Case41,A2,2008/7/23 17:44,2008/7/23 17:44
Case41,A3,2008/7/23 17:44,2008/7/23 17:44
Case41,A4,2008/7/23 17:47,2008/7/23 17:47
Case41,A2,2008/7/23 18:26,2008/7/23 18:26
Case41,A5,2008/7/23 18:36,2008/7/23 18:36
Case41,A6,2008/7/23 18:36,2008/7/23 18:36
Case41,A1,2008/7/23 18:41,2008/7/23 18:41
Case41,A6,2008/7/23 18:41,2008/7/23 18:41
Case41,A4,2008/7/23 18:41,2008/7/23 18:41
Case41,A19,2008/7/23 18:42,2008/7/23 18:42
Case41,A5,2008/7/23 18:43,2008/7/23 18:43
Case41,A6,2008/7/23 18:43,2008/7/23 18:43
Case41,A14,2008/7/23 18:49,2008/7/23 18:49
Case41,A18,2008/7/23 18:49,2008/7/23 18:49
Case41,A7,2008/7/23 18:57,2008/7/23 18:57
Case41,A16,2008/7/23 18:57,2008/7/23 18:57
Case41,A1,2008/7/23 21:43,2008/7/23 21:43
Case41,A5,2008/7/23 21:43,2008/7/23 21:43
Case41,A1,2008/7/23 21:45,2008/7/23 21:45
Case41,A6,2008/7/23 21:45,2008/7/23 21:45
Case41,A4,2008/7/23 21:45,2008/7/23 21:45
Case41,A5,2008/7/23 21:48,2008/7/23 21:48
Case41,A7,2008/7/29 15:13,2008/7/29 15:13
Case41,A8,2008/8/4 5:01,2008/8/4 5:01
Case41,A9,2008/8/4 5:01,2008/8/4 5:01
Case42,A10,1970/12/3 0:47,1970/12/3 0:47
Case42,A1,2008/2/13 20:10,2008/2/13 20:10
Case42,A2,2008/2/13 20:10,2008/2/13 20:10
Case42,A3,2008/2/13 20:10,2008/2/13 20:10
Case42,A4,2008/2/13 20:14,2008/2/13 20:14
Case42,A5,2008/2/13 20:52,2008/2/13 20:52
Case42,A6,2008/2/13 20:52,2008/2/13 20:52
Case42,A7,2008/2/13 21:06,2008/2/13 21:06
Case42,A8,2008/2/19 6:06,2008/2/19 6:06
Case42,A9,2008/2/19 6:06,2008/2/19 6:06
Case43,A10,1970/12/3 0:47,1970/12/3 0:47
Case43,A1,2009/5/13 15:04,2009/5/13 15:04
Case43,A2,2009/5/13 15:04,2009/5/13 15:04
Case43,A3,2009/5/13 15:04,2009/5/13 15:04
Case43,A4,2009/5/13 15:41,2009/5/13 15:41
Case43,A5,2009/5/13 21:40,2009/5/13 21:40
Case43,A6,2009/5/13 21:40,2009/5/13 21:40
Case43,A7,2009/5/13 21:41,2009/5/13 21:41
Case43,A8,2009/5/19 5:05,2009/5/19 5:05
Case43,A9,2009/5/19 5:05,2009/5/19 5:05
