case,event,startTime,completeTime
trace_1,t4,2021/7/3 20:37,2021/7/3 20:37
trace_2,t1,2021/7/3 21:37,2021/7/3 21:37
trace_2,t5,2021/7/3 22:37,2021/7/3 22:37
trace_2,t6,2021/7/3 23:37,2021/7/3 23:37
trace_2,t2,2021/7/4 0:37,2021/7/4 0:37
trace_2,t7,2021/7/4 1:37,2021/7/4 1:37
trace_2,t18,2021/7/4 2:37,2021/7/4 2:37
trace_2,t14,2021/7/4 3:37,2021/7/4 3:37
trace_2,t24,2021/7/4 4:37,2021/7/4 4:37
trace_2,t22,2021/7/4 5:37,2021/7/4 5:37
trace_2,t3,2021/7/4 6:37,2021/7/4 6:37
trace_2,t25,2021/7/4 7:37,2021/7/4 7:37
trace_2,t8,2021/7/4 8:37,2021/7/4 8:37
trace_2,t23,2021/7/4 9:37,2021/7/4 9:37
trace_2,t9,2021/7/4 10:37,2021/7/4 10:37
trace_2,t15,2021/7/4 11:37,2021/7/4 11:37
trace_2,t16,2021/7/4 12:37,2021/7/4 12:37
trace_2,t10,2021/7/4 13:37,2021/7/4 13:37
trace_2,t17,2021/7/4 14:37,2021/7/4 14:37
trace_2,t19,2021/7/4 15:37,2021/7/4 15:37
trace_2,t20,2021/7/4 16:37,2021/7/4 16:37
trace_2,t11,2021/7/4 17:37,2021/7/4 17:37
trace_2,t21,2021/7/4 18:37,2021/7/4 18:37
trace_2,t26,2021/7/4 19:37,2021/7/4 19:37
trace_2,t12,2021/7/4 20:37,2021/7/4 20:37
trace_2,t13,2021/7/4 21:37,2021/7/4 21:37
trace_2,t4,2021/7/4 22:37,2021/7/4 22:37
trace_3,t1,2021/7/4 23:37,2021/7/4 23:37
trace_3,t5,2021/7/5 0:37,2021/7/5 0:37
trace_3,t6,2021/7/5 1:37,2021/7/5 1:37
trace_3,t7,2021/7/5 2:37,2021/7/5 2:37
trace_3,t2,2021/7/5 3:37,2021/7/5 3:37
trace_3,t14,2021/7/5 4:37,2021/7/5 4:37
trace_3,t22,2021/7/5 5:37,2021/7/5 5:37
trace_3,t3,2021/7/5 6:37,2021/7/5 6:37
trace_3,t18,2021/7/5 7:37,2021/7/5 7:37
trace_3,t25,2021/7/5 8:37,2021/7/5 8:37
trace_3,t24,2021/7/5 9:37,2021/7/5 9:37
trace_3,t8,2021/7/5 10:37,2021/7/5 10:37
trace_3,t23,2021/7/5 11:37,2021/7/5 11:37
trace_3,t9,2021/7/5 12:37,2021/7/5 12:37
trace_3,t15,2021/7/5 13:37,2021/7/5 13:37
trace_3,t16,2021/7/5 14:37,2021/7/5 14:37
trace_3,t10,2021/7/5 15:37,2021/7/5 15:37
trace_3,t17,2021/7/5 16:37,2021/7/5 16:37
trace_3,t19,2021/7/5 17:37,2021/7/5 17:37
trace_3,t20,2021/7/5 18:37,2021/7/5 18:37
trace_3,t11,2021/7/5 19:37,2021/7/5 19:37
trace_3,t21,2021/7/5 20:37,2021/7/5 20:37
trace_3,t12,2021/7/5 21:37,2021/7/5 21:37
trace_3,t26,2021/7/5 22:37,2021/7/5 22:37
trace_3,t13,2021/7/5 23:37,2021/7/5 23:37
trace_3,t4,2021/7/6 0:37,2021/7/6 0:37
trace_4,t1,2021/7/6 1:37,2021/7/6 1:37
trace_4,t5,2021/7/6 2:37,2021/7/6 2:37
trace_4,t6,2021/7/6 3:37,2021/7/6 3:37
trace_4,t2,2021/7/6 4:37,2021/7/6 4:37
trace_4,t22,2021/7/6 5:37,2021/7/6 5:37
trace_4,t3,2021/7/6 6:37,2021/7/6 6:37
trace_4,t7,2021/7/6 7:37,2021/7/6 7:37
trace_4,t14,2021/7/6 8:37,2021/7/6 8:37
trace_4,t24,2021/7/6 9:37,2021/7/6 9:37
trace_4,t18,2021/7/6 10:37,2021/7/6 10:37
trace_4,t8,2021/7/6 11:37,2021/7/6 11:37
trace_4,t25,2021/7/6 12:37,2021/7/6 12:37
trace_4,t23,2021/7/6 13:37,2021/7/6 13:37
trace_4,t9,2021/7/6 14:37,2021/7/6 14:37
trace_4,t15,2021/7/6 15:37,2021/7/6 15:37
trace_4,t16,2021/7/6 16:37,2021/7/6 16:37
trace_4,t10,2021/7/6 17:37,2021/7/6 17:37
trace_4,t17,2021/7/6 18:37,2021/7/6 18:37
trace_4,t19,2021/7/6 19:37,2021/7/6 19:37
trace_4,t20,2021/7/6 20:37,2021/7/6 20:37
trace_4,t11,2021/7/6 21:37,2021/7/6 21:37
trace_4,t21,2021/7/6 22:37,2021/7/6 22:37
trace_4,t12,2021/7/6 23:37,2021/7/6 23:37
trace_4,t26,2021/7/7 0:37,2021/7/7 0:37
trace_4,t13,2021/7/7 1:37,2021/7/7 1:37
trace_4,t4,2021/7/7 2:37,2021/7/7 2:37
trace_5,t1,2021/7/7 3:37,2021/7/7 3:37
trace_5,t5,2021/7/7 4:37,2021/7/7 4:37
trace_5,t6,2021/7/7 5:37,2021/7/7 5:37
trace_5,t2,2021/7/7 6:37,2021/7/7 6:37
trace_5,t22,2021/7/7 7:37,2021/7/7 7:37
trace_5,t3,2021/7/7 8:37,2021/7/7 8:37
trace_5,t7,2021/7/7 9:37,2021/7/7 9:37
trace_5,t14,2021/7/7 10:37,2021/7/7 10:37
trace_5,t18,2021/7/7 11:37,2021/7/7 11:37
trace_5,t8,2021/7/7 12:37,2021/7/7 12:37
trace_5,t23,2021/7/7 13:37,2021/7/7 13:37
trace_5,t25,2021/7/7 14:37,2021/7/7 14:37
trace_5,t24,2021/7/7 15:37,2021/7/7 15:37
trace_5,t9,2021/7/7 16:37,2021/7/7 16:37
trace_5,t15,2021/7/7 17:37,2021/7/7 17:37
trace_5,t16,2021/7/7 18:37,2021/7/7 18:37
trace_5,t10,2021/7/7 19:37,2021/7/7 19:37
trace_5,t17,2021/7/7 20:37,2021/7/7 20:37
trace_5,t19,2021/7/7 21:37,2021/7/7 21:37
trace_5,t20,2021/7/7 22:37,2021/7/7 22:37
trace_5,t11,2021/7/7 23:37,2021/7/7 23:37
trace_5,t12,2021/7/8 0:37,2021/7/8 0:37
trace_5,t13,2021/7/8 1:37,2021/7/8 1:37
trace_5,t21,2021/7/8 2:37,2021/7/8 2:37
trace_5,t26,2021/7/8 3:37,2021/7/8 3:37
trace_5,t4,2021/7/8 4:37,2021/7/8 4:37
trace_6,t1,2021/7/8 5:37,2021/7/8 5:37
trace_6,t5,2021/7/8 6:37,2021/7/8 6:37
trace_6,t6,2021/7/8 7:37,2021/7/8 7:37
trace_6,t7,2021/7/8 8:37,2021/7/8 8:37
trace_6,t2,2021/7/8 9:37,2021/7/8 9:37
trace_6,t18,2021/7/8 10:37,2021/7/8 10:37
trace_6,t22,2021/7/8 11:37,2021/7/8 11:37
trace_6,t3,2021/7/8 12:37,2021/7/8 12:37
trace_6,t14,2021/7/8 13:37,2021/7/8 13:37
trace_6,t8,2021/7/8 14:37,2021/7/8 14:37
trace_6,t23,2021/7/8 15:37,2021/7/8 15:37
trace_6,t25,2021/7/8 16:37,2021/7/8 16:37
trace_6,t24,2021/7/8 17:37,2021/7/8 17:37
trace_6,t9,2021/7/8 18:37,2021/7/8 18:37
trace_6,t15,2021/7/8 19:37,2021/7/8 19:37
trace_6,t16,2021/7/8 20:37,2021/7/8 20:37
trace_6,t10,2021/7/8 21:37,2021/7/8 21:37
trace_6,t17,2021/7/8 22:37,2021/7/8 22:37
trace_6,t19,2021/7/8 23:37,2021/7/8 23:37
trace_6,t20,2021/7/9 0:37,2021/7/9 0:37
trace_6,t11,2021/7/9 1:37,2021/7/9 1:37
trace_6,t21,2021/7/9 2:37,2021/7/9 2:37
trace_6,t12,2021/7/9 3:37,2021/7/9 3:37
trace_6,t13,2021/7/9 4:37,2021/7/9 4:37
trace_6,t4,2021/7/9 5:37,2021/7/9 5:37
trace_6,t26,2021/7/9 6:37,2021/7/9 6:37
trace_7,t1,2021/7/9 7:37,2021/7/9 7:37
trace_7,t5,2021/7/9 8:37,2021/7/9 8:37
trace_7,t6,2021/7/9 9:37,2021/7/9 9:37
trace_7,t2,2021/7/9 10:37,2021/7/9 10:37
trace_7,t7,2021/7/9 11:37,2021/7/9 11:37
trace_7,t14,2021/7/9 12:37,2021/7/9 12:37
trace_7,t24,2021/7/9 13:37,2021/7/9 13:37
trace_7,t22,2021/7/9 14:37,2021/7/9 14:37
trace_7,t18,2021/7/9 15:37,2021/7/9 15:37
trace_7,t25,2021/7/9 16:37,2021/7/9 16:37
trace_7,t3,2021/7/9 17:37,2021/7/9 17:37
trace_7,t8,2021/7/9 18:37,2021/7/9 18:37
trace_7,t23,2021/7/9 19:37,2021/7/9 19:37
trace_7,t9,2021/7/9 20:37,2021/7/9 20:37
trace_7,t15,2021/7/9 21:37,2021/7/9 21:37
trace_7,t16,2021/7/9 22:37,2021/7/9 22:37
trace_7,t10,2021/7/9 23:37,2021/7/9 23:37
trace_7,t17,2021/7/10 0:37,2021/7/10 0:37
trace_7,t19,2021/7/10 1:37,2021/7/10 1:37
trace_7,t20,2021/7/10 2:37,2021/7/10 2:37
trace_7,t11,2021/7/10 3:37,2021/7/10 3:37
trace_7,t21,2021/7/10 4:37,2021/7/10 4:37
trace_7,t12,2021/7/10 5:37,2021/7/10 5:37
trace_7,t26,2021/7/10 6:37,2021/7/10 6:37
trace_7,t13,2021/7/10 7:37,2021/7/10 7:37
trace_7,t4,2021/7/10 8:37,2021/7/10 8:37
trace_8,t1,2021/7/10 9:37,2021/7/10 9:37
trace_8,t5,2021/7/10 10:37,2021/7/10 10:37
trace_8,t6,2021/7/10 11:37,2021/7/10 11:37
trace_8,t7,2021/7/10 12:37,2021/7/10 12:37
trace_8,t18,2021/7/10 13:37,2021/7/10 13:37
trace_8,t25,2021/7/10 14:37,2021/7/10 14:37
trace_8,t14,2021/7/10 15:37,2021/7/10 15:37
trace_8,t2,2021/7/10 16:37,2021/7/10 16:37
trace_8,t22,2021/7/10 17:37,2021/7/10 17:37
trace_8,t8,2021/7/10 18:37,2021/7/10 18:37
trace_8,t24,2021/7/10 19:37,2021/7/10 19:37
trace_8,t3,2021/7/10 20:37,2021/7/10 20:37
trace_8,t23,2021/7/10 21:37,2021/7/10 21:37
trace_8,t9,2021/7/10 22:37,2021/7/10 22:37
trace_8,t15,2021/7/10 23:37,2021/7/10 23:37
trace_8,t16,2021/7/11 0:37,2021/7/11 0:37
trace_8,t10,2021/7/11 1:37,2021/7/11 1:37
trace_8,t17,2021/7/11 2:37,2021/7/11 2:37
trace_8,t19,2021/7/11 3:37,2021/7/11 3:37
trace_8,t20,2021/7/11 4:37,2021/7/11 4:37
trace_8,t11,2021/7/11 5:37,2021/7/11 5:37
trace_8,t21,2021/7/11 6:37,2021/7/11 6:37
trace_8,t26,2021/7/11 7:37,2021/7/11 7:37
trace_8,t12,2021/7/11 8:37,2021/7/11 8:37
trace_8,t13,2021/7/11 9:37,2021/7/11 9:37
trace_8,t4,2021/7/11 10:37,2021/7/11 10:37
trace_9,t1,2021/7/11 11:37,2021/7/11 11:37
trace_9,t5,2021/7/11 12:37,2021/7/11 12:37
trace_9,t6,2021/7/11 13:37,2021/7/11 13:37
trace_9,t2,2021/7/11 14:37,2021/7/11 14:37
trace_9,t22,2021/7/11 15:37,2021/7/11 15:37
trace_9,t7,2021/7/11 16:37,2021/7/11 16:37
trace_9,t3,2021/7/11 17:37,2021/7/11 17:37
trace_9,t18,2021/7/11 18:37,2021/7/11 18:37
trace_9,t14,2021/7/11 19:37,2021/7/11 19:37
trace_9,t8,2021/7/11 20:37,2021/7/11 20:37
trace_9,t23,2021/7/11 21:37,2021/7/11 21:37
trace_9,t25,2021/7/11 22:37,2021/7/11 22:37
trace_9,t24,2021/7/11 23:37,2021/7/11 23:37
trace_9,t9,2021/7/12 0:37,2021/7/12 0:37
trace_9,t15,2021/7/12 1:37,2021/7/12 1:37
trace_9,t16,2021/7/12 2:37,2021/7/12 2:37
trace_9,t10,2021/7/12 3:37,2021/7/12 3:37
trace_9,t17,2021/7/12 4:37,2021/7/12 4:37
trace_9,t19,2021/7/12 5:37,2021/7/12 5:37
trace_9,t20,2021/7/12 6:37,2021/7/12 6:37
trace_9,t11,2021/7/12 7:37,2021/7/12 7:37
trace_9,t21,2021/7/12 8:37,2021/7/12 8:37
trace_9,t26,2021/7/12 9:37,2021/7/12 9:37
trace_9,t12,2021/7/12 10:37,2021/7/12 10:37
trace_9,t13,2021/7/12 11:37,2021/7/12 11:37
trace_9,t4,2021/7/12 12:37,2021/7/12 12:37
trace_10,t1,2021/7/12 13:37,2021/7/12 13:37
trace_10,t5,2021/7/12 14:37,2021/7/12 14:37
trace_10,t6,2021/7/12 15:37,2021/7/12 15:37
trace_10,t2,2021/7/12 16:37,2021/7/12 16:37
trace_10,t7,2021/7/12 17:37,2021/7/12 17:37
trace_10,t18,2021/7/12 18:37,2021/7/12 18:37
trace_10,t25,2021/7/12 19:37,2021/7/12 19:37
trace_10,t14,2021/7/12 20:37,2021/7/12 20:37
trace_10,t24,2021/7/12 21:37,2021/7/12 21:37
trace_10,t8,2021/7/12 22:37,2021/7/12 22:37
trace_10,t23,2021/7/12 23:37,2021/7/12 23:37
trace_10,t9,2021/7/13 0:37,2021/7/13 0:37
trace_10,t22,2021/7/13 1:37,2021/7/13 1:37
trace_10,t3,2021/7/13 2:37,2021/7/13 2:37
trace_10,t15,2021/7/13 3:37,2021/7/13 3:37
trace_10,t16,2021/7/13 4:37,2021/7/13 4:37
trace_10,t10,2021/7/13 5:37,2021/7/13 5:37
trace_10,t17,2021/7/13 6:37,2021/7/13 6:37
trace_10,t19,2021/7/13 7:37,2021/7/13 7:37
trace_10,t20,2021/7/13 8:37,2021/7/13 8:37
trace_10,t11,2021/7/13 9:37,2021/7/13 9:37
trace_10,t21,2021/7/13 10:37,2021/7/13 10:37
trace_10,t12,2021/7/13 11:37,2021/7/13 11:37
trace_10,t26,2021/7/13 12:37,2021/7/13 12:37
trace_10,t13,2021/7/13 13:37,2021/7/13 13:37
trace_10,t4,2021/7/13 14:37,2021/7/13 14:37
trace_11,t1,2021/7/13 15:37,2021/7/13 15:37
trace_11,t5,2021/7/13 16:37,2021/7/13 16:37
trace_11,t6,2021/7/13 17:37,2021/7/13 17:37
trace_11,t7,2021/7/13 18:37,2021/7/13 18:37
trace_11,t2,2021/7/13 19:37,2021/7/13 19:37
trace_11,t22,2021/7/13 20:37,2021/7/13 20:37
trace_11,t14,2021/7/13 21:37,2021/7/13 21:37
trace_11,t3,2021/7/13 22:37,2021/7/13 22:37
trace_11,t24,2021/7/13 23:37,2021/7/13 23:37
trace_11,t18,2021/7/14 0:37,2021/7/14 0:37
trace_11,t25,2021/7/14 1:37,2021/7/14 1:37
trace_11,t8,2021/7/14 2:37,2021/7/14 2:37
trace_11,t23,2021/7/14 3:37,2021/7/14 3:37
trace_11,t9,2021/7/14 4:37,2021/7/14 4:37
trace_11,t15,2021/7/14 5:37,2021/7/14 5:37
trace_11,t16,2021/7/14 6:37,2021/7/14 6:37
trace_11,t10,2021/7/14 7:37,2021/7/14 7:37
trace_11,t17,2021/7/14 8:37,2021/7/14 8:37
trace_11,t19,2021/7/14 9:37,2021/7/14 9:37
trace_11,t20,2021/7/14 10:37,2021/7/14 10:37
trace_11,t11,2021/7/14 11:37,2021/7/14 11:37
trace_11,t21,2021/7/14 12:37,2021/7/14 12:37
trace_11,t12,2021/7/14 13:37,2021/7/14 13:37
trace_11,t26,2021/7/14 14:37,2021/7/14 14:37
trace_11,t13,2021/7/14 15:37,2021/7/14 15:37
trace_11,t4,2021/7/14 16:37,2021/7/14 16:37
trace_13,t1,2021/7/15 19:37,2021/7/15 19:37
trace_13,t5,2021/7/15 20:37,2021/7/15 20:37
trace_13,t6,2021/7/15 21:37,2021/7/15 21:37
trace_13,t2,2021/7/15 22:37,2021/7/15 22:37
trace_13,t7,2021/7/15 23:37,2021/7/15 23:37
trace_13,t18,2021/7/16 0:37,2021/7/16 0:37
trace_13,t14,2021/7/16 1:37,2021/7/16 1:37
trace_13,t24,2021/7/16 2:37,2021/7/16 2:37
trace_13,t25,2021/7/16 3:37,2021/7/16 3:37
trace_13,t8,2021/7/16 4:37,2021/7/16 4:37
trace_13,t22,2021/7/16 5:37,2021/7/16 5:37
trace_13,t23,2021/7/16 6:37,2021/7/16 6:37
trace_13,t3,2021/7/16 7:37,2021/7/16 7:37
trace_13,t9,2021/7/16 8:37,2021/7/16 8:37
trace_13,t15,2021/7/16 9:37,2021/7/16 9:37
trace_13,t16,2021/7/16 10:37,2021/7/16 10:37
trace_13,t10,2021/7/16 11:37,2021/7/16 11:37
trace_13,t17,2021/7/16 12:37,2021/7/16 12:37
trace_13,t19,2021/7/16 13:37,2021/7/16 13:37
trace_13,t20,2021/7/16 14:37,2021/7/16 14:37
trace_13,t11,2021/7/16 15:37,2021/7/16 15:37
trace_13,t12,2021/7/16 16:37,2021/7/16 16:37
trace_13,t13,2021/7/16 17:37,2021/7/16 17:37
trace_13,t21,2021/7/16 18:37,2021/7/16 18:37
trace_13,t4,2021/7/16 19:37,2021/7/16 19:37
trace_13,t26,2021/7/16 20:37,2021/7/16 20:37
trace_14,t1,2021/7/16 21:37,2021/7/16 21:37
trace_14,t5,2021/7/16 22:37,2021/7/16 22:37
trace_14,t6,2021/7/16 23:37,2021/7/16 23:37
trace_14,t2,2021/7/17 0:37,2021/7/17 0:37
trace_14,t7,2021/7/17 1:37,2021/7/17 1:37
trace_14,t14,2021/7/17 2:37,2021/7/17 2:37
trace_14,t24,2021/7/17 3:37,2021/7/17 3:37
trace_14,t22,2021/7/17 4:37,2021/7/17 4:37
trace_14,t3,2021/7/17 5:37,2021/7/17 5:37
trace_14,t18,2021/7/17 6:37,2021/7/17 6:37
trace_14,t25,2021/7/17 7:37,2021/7/17 7:37
trace_14,t8,2021/7/17 8:37,2021/7/17 8:37
trace_14,t23,2021/7/17 9:37,2021/7/17 9:37
trace_14,t9,2021/7/17 10:37,2021/7/17 10:37
trace_14,t15,2021/7/17 11:37,2021/7/17 11:37
trace_14,t16,2021/7/17 12:37,2021/7/17 12:37
trace_14,t10,2021/7/17 13:37,2021/7/17 13:37
trace_14,t17,2021/7/17 14:37,2021/7/17 14:37
trace_14,t19,2021/7/17 15:37,2021/7/17 15:37
trace_14,t20,2021/7/17 16:37,2021/7/17 16:37
trace_14,t11,2021/7/17 17:37,2021/7/17 17:37
trace_14,t12,2021/7/17 18:37,2021/7/17 18:37
trace_14,t21,2021/7/17 19:37,2021/7/17 19:37
trace_14,t26,2021/7/17 20:37,2021/7/17 20:37
trace_14,t13,2021/7/17 21:37,2021/7/17 21:37
trace_14,t4,2021/7/17 22:37,2021/7/17 22:37
trace_15,t1,2021/7/17 23:37,2021/7/17 23:37
trace_15,t5,2021/7/18 0:37,2021/7/18 0:37
trace_15,t6,2021/7/18 1:37,2021/7/18 1:37
trace_15,t2,2021/7/18 2:37,2021/7/18 2:37
trace_15,t22,2021/7/18 3:37,2021/7/18 3:37
trace_15,t3,2021/7/18 4:37,2021/7/18 4:37
trace_15,t7,2021/7/18 5:37,2021/7/18 5:37
trace_15,t18,2021/7/18 6:37,2021/7/18 6:37
trace_15,t14,2021/7/18 7:37,2021/7/18 7:37
trace_15,t8,2021/7/18 8:37,2021/7/18 8:37
trace_15,t25,2021/7/18 9:37,2021/7/18 9:37
trace_15,t23,2021/7/18 10:37,2021/7/18 10:37
trace_15,t24,2021/7/18 11:37,2021/7/18 11:37
trace_15,t9,2021/7/18 12:37,2021/7/18 12:37
trace_15,t15,2021/7/18 13:37,2021/7/18 13:37
trace_15,t16,2021/7/18 14:37,2021/7/18 14:37
trace_15,t10,2021/7/18 15:37,2021/7/18 15:37
trace_15,t17,2021/7/18 16:37,2021/7/18 16:37
trace_15,t19,2021/7/18 17:37,2021/7/18 17:37
trace_15,t20,2021/7/18 18:37,2021/7/18 18:37
trace_15,t11,2021/7/18 19:37,2021/7/18 19:37
trace_15,t12,2021/7/18 20:37,2021/7/18 20:37
trace_15,t13,2021/7/18 21:37,2021/7/18 21:37
trace_15,t21,2021/7/18 22:37,2021/7/18 22:37
trace_15,t4,2021/7/18 23:37,2021/7/18 23:37
trace_15,t26,2021/7/19 0:37,2021/7/19 0:37
trace_16,t1,2021/7/19 1:37,2021/7/19 1:37
trace_16,t5,2021/7/19 2:37,2021/7/19 2:37
trace_16,t6,2021/7/19 3:37,2021/7/19 3:37
trace_16,t2,2021/7/19 4:37,2021/7/19 4:37
trace_16,t22,2021/7/19 5:37,2021/7/19 5:37
trace_16,t7,2021/7/19 6:37,2021/7/19 6:37
trace_16,t3,2021/7/19 7:37,2021/7/19 7:37
trace_16,t18,2021/7/19 8:37,2021/7/19 8:37
trace_16,t14,2021/7/19 9:37,2021/7/19 9:37
trace_16,t24,2021/7/19 10:37,2021/7/19 10:37
trace_16,t25,2021/7/19 11:37,2021/7/19 11:37
trace_16,t8,2021/7/19 12:37,2021/7/19 12:37
trace_16,t23,2021/7/19 13:37,2021/7/19 13:37
trace_16,t9,2021/7/19 14:37,2021/7/19 14:37
trace_16,t15,2021/7/19 15:37,2021/7/19 15:37
trace_16,t16,2021/7/19 16:37,2021/7/19 16:37
trace_16,t10,2021/7/19 17:37,2021/7/19 17:37
trace_16,t17,2021/7/19 18:37,2021/7/19 18:37
trace_16,t19,2021/7/19 19:37,2021/7/19 19:37
trace_16,t20,2021/7/19 20:37,2021/7/19 20:37
trace_16,t11,2021/7/19 21:37,2021/7/19 21:37
trace_16,t12,2021/7/19 22:37,2021/7/19 22:37
trace_16,t21,2021/7/19 23:37,2021/7/19 23:37
trace_16,t13,2021/7/20 0:37,2021/7/20 0:37
trace_16,t26,2021/7/20 1:37,2021/7/20 1:37
trace_16,t4,2021/7/20 2:37,2021/7/20 2:37
trace_17,t1,2021/7/20 3:37,2021/7/20 3:37
trace_17,t5,2021/7/20 4:37,2021/7/20 4:37
trace_17,t6,2021/7/20 5:37,2021/7/20 5:37
trace_17,t2,2021/7/20 6:37,2021/7/20 6:37
trace_17,t7,2021/7/20 7:37,2021/7/20 7:37
trace_17,t18,2021/7/20 8:37,2021/7/20 8:37
trace_17,t25,2021/7/20 9:37,2021/7/20 9:37
trace_17,t14,2021/7/20 10:37,2021/7/20 10:37
trace_17,t22,2021/7/20 11:37,2021/7/20 11:37
trace_17,t3,2021/7/20 12:37,2021/7/20 12:37
trace_17,t24,2021/7/20 13:37,2021/7/20 13:37
trace_17,t8,2021/7/20 14:37,2021/7/20 14:37
trace_17,t23,2021/7/20 15:37,2021/7/20 15:37
trace_17,t9,2021/7/20 16:37,2021/7/20 16:37
trace_17,t15,2021/7/20 17:37,2021/7/20 17:37
trace_17,t16,2021/7/20 18:37,2021/7/20 18:37
trace_17,t10,2021/7/20 19:37,2021/7/20 19:37
trace_17,t17,2021/7/20 20:37,2021/7/20 20:37
trace_17,t19,2021/7/20 21:37,2021/7/20 21:37
trace_17,t20,2021/7/20 22:37,2021/7/20 22:37
trace_17,t11,2021/7/20 23:37,2021/7/20 23:37
trace_17,t12,2021/7/21 0:37,2021/7/21 0:37
trace_17,t13,2021/7/21 1:37,2021/7/21 1:37
trace_17,t4,2021/7/21 2:37,2021/7/21 2:37
trace_17,t21,2021/7/21 3:37,2021/7/21 3:37
trace_17,t26,2021/7/21 4:37,2021/7/21 4:37
trace_18,t1,2021/7/21 5:37,2021/7/21 5:37
trace_18,t5,2021/7/21 6:37,2021/7/21 6:37
trace_18,t6,2021/7/21 7:37,2021/7/21 7:37
trace_18,t2,2021/7/21 8:37,2021/7/21 8:37
trace_18,t22,2021/7/21 9:37,2021/7/21 9:37
trace_18,t7,2021/7/21 10:37,2021/7/21 10:37
trace_18,t18,2021/7/21 11:37,2021/7/21 11:37
trace_18,t14,2021/7/21 12:37,2021/7/21 12:37
trace_18,t8,2021/7/21 13:37,2021/7/21 13:37
trace_18,t24,2021/7/21 14:37,2021/7/21 14:37
trace_18,t23,2021/7/21 15:37,2021/7/21 15:37
trace_18,t25,2021/7/21 16:37,2021/7/21 16:37
trace_18,t3,2021/7/21 17:37,2021/7/21 17:37
trace_18,t9,2021/7/21 18:37,2021/7/21 18:37
trace_18,t15,2021/7/21 19:37,2021/7/21 19:37
trace_18,t16,2021/7/21 20:37,2021/7/21 20:37
trace_18,t10,2021/7/21 21:37,2021/7/21 21:37
trace_18,t17,2021/7/21 22:37,2021/7/21 22:37
trace_18,t19,2021/7/21 23:37,2021/7/21 23:37
trace_18,t20,2021/7/22 0:37,2021/7/22 0:37
trace_18,t11,2021/7/22 1:37,2021/7/22 1:37
trace_18,t12,2021/7/22 2:37,2021/7/22 2:37
trace_18,t13,2021/7/22 3:37,2021/7/22 3:37
