case,event,startTime,completeTime
10051383,01_HOOFD_515,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_370,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_490_4,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_490_1,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_250_2,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_250_1,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_510_1,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_490_1a,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_510_3,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_494a,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_195,2014/6/24 6:00,2014/6/24 6:00
10051383,01_HOOFD_510_2a,2014/6/26 6:00,2014/6/26 6:00
10051383,01_HOOFD_490_5,2014/6/26 6:00,2014/6/26 6:00
10051383,01_HOOFD_490_5a,2014/6/26 6:00,2014/6/26 6:00
10051383,01_HOOFD_510_2,2014/6/26 6:00,2014/6/26 6:00
10053042,01_HOOFD_010,2014/4/14 6:00,2014/4/14 6:00
10053042,01_HOOFD_011,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_020,2014/4/17 6:00,2014/4/17 6:00
10053042,02_DRZ_010,2014/4/17 6:00,2014/4/17 6:00
10053042,04_BPT_005,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_065_0,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_110_0,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_100_0,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_015,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_101,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_030_1,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_061,2014/4/17 6:00,2014/4/17 6:00
10053042,01_HOOFD_030_2,2014/4/17 20:59,2014/4/17 20:59
10053042,08_AWB45_005,2014/5/26 6:00,2014/5/26 6:00
10053042,08_AWB45_010,2014/5/26 6:00,2014/5/26 6:00
10053042,08_AWB45_020_0,2014/5/26 6:00,2014/5/26 6:00
10053042,01_HOOFD_180,2014/5/26 6:00,2014/5/26 6:00
10053042,08_AWB45_020_1,2014/5/26 6:00,2014/5/26 6:00
10053042,08_AWB45_025,2014/5/26 6:00,2014/5/26 6:00
10053042,08_AWB45_020_2,2014/5/26 21:14,2014/5/26 21:14
10053042,08_AWB45_040,2014/6/23 6:00,2014/6/23 6:00
10053042,08_AWB45_030,2014/6/23 6:00,2014/6/23 6:00
10053042,08_AWB45_045,2014/6/23 6:00,2014/6/23 6:00
10053042,01_HOOFD_193,2014/6/24 6:00,2014/6/24 6:00
10053042,08_AWB45_005,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_196,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_200,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_330,2014/6/24 6:00,2014/6/24 6:00
10053042,09_AH_I_010,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_380,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_430,2014/6/24 6:00,2014/6/24 6:00
10053042,11_AH_II_010,2014/6/24 6:00,2014/6/24 6:00
10053042,13_CRD_010,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_480,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_490_2,2014/6/24 6:00,2014/6/24 6:00
10053042,08_AWB45_051_0,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_490_1a,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_490_4,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_375,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_195,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_250_1,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_490_1,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_370,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_250_2,2014/6/24 6:00,2014/6/24 6:00
10053042,01_HOOFD_491,2014/6/30 6:00,2014/6/30 6:00
10053042,01_HOOFD_494a,2014/6/30 6:00,2014/6/30 6:00
10053042,01_HOOFD_500,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_510_0,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_510_3,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_510_1,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_510_4,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_515,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_495,2014/7/1 6:00,2014/7/1 6:00
10053042,01_HOOFD_510_2,2014/7/3 6:00,2014/7/3 6:00
10053042,01_HOOFD_510_2a,2014/7/3 6:00,2014/7/3 6:00
10053042,01_HOOFD_490_5,2014/7/3 6:00,2014/7/3 6:00
10053042,01_HOOFD_490_5a,2014/7/3 6:00,2014/7/3 6:00
10083315,01_HOOFD_010,2014/4/17 6:00,2014/4/17 6:00
10083315,01_HOOFD_011,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_020,2014/4/25 6:00,2014/4/25 6:00
10083315,02_DRZ_010,2014/4/25 6:00,2014/4/25 6:00
10083315,04_BPT_005,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_065_0,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_110_0,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_100_0,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_061,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_030_1,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_101,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_015,2014/4/25 6:00,2014/4/25 6:00
10083315,01_HOOFD_030_2,2014/4/25 16:35,2014/4/25 16:35
10083315,08_AWB45_005,2014/5/26 6:00,2014/5/26 6:00
10083315,08_AWB45_010,2014/5/26 6:00,2014/5/26 6:00
10083315,08_AWB45_020_0,2014/5/26 6:00,2014/5/26 6:00
10083315,01_HOOFD_180,2014/5/26 6:00,2014/5/26 6:00
10083315,08_AWB45_025,2014/5/26 6:00,2014/5/26 6:00
10083315,08_AWB45_020_1,2014/5/26 6:00,2014/5/26 6:00
10083315,08_AWB45_020_2,2014/5/27 6:00,2014/5/27 6:00
10083315,08_AWB45_040,2014/7/4 6:00,2014/7/4 6:00
10083315,08_AWB45_051_0,2014/7/4 6:00,2014/7/4 6:00
10083315,01_HOOFD_193,2014/7/4 6:00,2014/7/4 6:00
10083315,08_AWB45_030,2014/7/4 6:00,2014/7/4 6:00
10083315,08_AWB45_045,2014/7/4 6:00,2014/7/4 6:00
10083315,01_HOOFD_196,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_200,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_330,2014/7/7 6:00,2014/7/7 6:00
10083315,09_AH_I_010,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_380,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_430,2014/7/7 6:00,2014/7/7 6:00
10083315,11_AH_II_010,2014/7/7 6:00,2014/7/7 6:00
10083315,13_CRD_010,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_480,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_490_2,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_491,2014/7/7 6:00,2014/7/7 6:00
10083315,08_AWB45_005,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_250_2,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_195,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_375,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_490_1,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_370,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_250_1,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_490_1a,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_490_4,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_494a,2014/7/7 6:00,2014/7/7 6:00
10083315,01_HOOFD_500,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_510_0,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_510_1,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_510_3,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_515,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_532,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_495,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_510_4,2014/7/11 6:00,2014/7/11 6:00
10083315,01_HOOFD_490_5a,2014/7/17 6:00,2014/7/17 6:00
10083315,01_HOOFD_490_5,2014/7/17 6:00,2014/7/17 6:00
10083315,01_HOOFD_510_2,2014/7/17 6:00,2014/7/17 6:00
10083315,01_HOOFD_510_2a,2014/7/17 6:00,2014/7/17 6:00
10093171,01_HOOFD_010,2014/4/22 6:00,2014/4/22 6:00
10093171,01_HOOFD_011,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_020,2014/4/29 6:00,2014/4/29 6:00
10093171,02_DRZ_010,2014/4/29 6:00,2014/4/29 6:00
10093171,04_BPT_005,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_065_0,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_100_0,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_015,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_101,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_061,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_030_1,2014/4/29 6:00,2014/4/29 6:00
10093171,01_HOOFD_030_2,2014/4/29 18:39,2014/4/29 18:39
10093171,01_HOOFD_180,2014/6/12 6:00,2014/6/12 6:00
10093171,08_AWB45_005,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_200,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_330,2014/6/12 6:00,2014/6/12 6:00
10093171,09_AH_I_010,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_380,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_430,2014/6/12 6:00,2014/6/12 6:00
10093171,11_AH_II_010,2014/6/12 6:00,2014/6/12 6:00
10093171,13_CRD_010,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_480,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_490_2,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_491,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_110_0,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_250_2,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_370,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_494a,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_490_4,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_375,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_195,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_250_1,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_490_1a,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_490_1,2014/6/12 6:00,2014/6/12 6:00
10093171,01_HOOFD_500,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_510_0,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_510_4,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_510_1,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_510_3,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_532,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_515,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_495,2014/7/4 6:00,2014/7/4 6:00
10093171,01_HOOFD_490_5,2014/7/10 6:00,2014/7/10 6:00
10093171,01_HOOFD_510_2a,2014/7/10 6:00,2014/7/10 6:00
10093171,01_HOOFD_490_5a,2014/7/10 6:00,2014/7/10 6:00
10093171,01_HOOFD_510_2,2014/7/10 6:00,2014/7/10 6:00
10128431,01_HOOFD_010,2014/4/25 6:00,2014/4/25 6:00
10128431,01_HOOFD_011,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_020,2014/4/29 6:00,2014/4/29 6:00
10128431,02_DRZ_010,2014/4/29 6:00,2014/4/29 6:00
10128431,04_BPT_005,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_065_0,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_110_0,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_100_0,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_030_1,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_061,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_015,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_101,2014/4/29 6:00,2014/4/29 6:00
10128431,01_HOOFD_030_2,2014/4/29 17:29,2014/4/29 17:29
10128431,08_AWB45_040,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_005,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_010,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_020_0,2014/5/26 6:00,2014/5/26 6:00
10128431,01_HOOFD_180,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_025,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_020_1,2014/5/26 6:00,2014/5/26 6:00
10128431,08_AWB45_020_2,2014/5/26 22:57,2014/5/26 22:57
10128431,08_AWB45_051_0,2014/6/2 6:00,2014/6/2 6:00
10128431,01_HOOFD_193,2014/6/2 6:00,2014/6/2 6:00
10128431,08_AWB45_030,2014/6/2 6:00,2014/6/2 6:00
10128431,08_AWB45_045,2014/6/2 6:00,2014/6/2 6:00
10128431,01_HOOFD_196,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_200,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_330,2014/6/17 6:00,2014/6/17 6:00
10128431,09_AH_I_010,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_380,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_430,2014/6/17 6:00,2014/6/17 6:00
10128431,11_AH_II_010,2014/6/17 6:00,2014/6/17 6:00
10128431,13_CRD_010,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_480,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_2,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_500,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_510_0,2014/6/17 6:00,2014/6/17 6:00
10128431,08_AWB45_005,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_370,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_1,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_250_2,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_510_1,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_515,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_375,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_532,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_510_3,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_250_1,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_3a,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_510_2a,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_4,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_495,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_195,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_510_4,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_1a,2014/6/17 6:00,2014/6/17 6:00
10128431,01_HOOFD_490_3,2014/6/17 20:17,2014/6/17 20:17
10128431,01_HOOFD_510_2,2014/6/17 21:34,2014/6/17 21:34
10153084,01_HOOFD_010,2014/4/29 6:00,2014/4/29 6:00
10153084,01_HOOFD_011,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_020,2014/5/1 6:00,2014/5/1 6:00
10153084,02_DRZ_010,2014/5/1 6:00,2014/5/1 6:00
10153084,04_BPT_005,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_065_0,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_100_0,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_015,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_030_1,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_061,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_101,2014/5/1 6:00,2014/5/1 6:00
10153084,01_HOOFD_030_2,2014/5/1 17:39,2014/5/1 17:39
10153084,01_HOOFD_180,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_005,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_010,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_020_0,2014/6/2 6:00,2014/6/2 6:00
10153084,01_HOOFD_110_0,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_025,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_020_1,2014/6/2 6:00,2014/6/2 6:00
10153084,08_AWB45_020_2,2014/6/3 6:00,2014/6/3 6:00
10153084,08_AWB45_040,2014/6/4 6:00,2014/6/4 6:00
10153084,08_AWB45_051_0,2014/6/5 6:00,2014/6/5 6:00
10153084,01_HOOFD_193,2014/6/5 6:00,2014/6/5 6:00
10153084,08_AWB45_030,2014/6/5 6:00,2014/6/5 6:00
10153084,08_AWB45_045,2014/6/5 6:00,2014/6/5 6:00
10153084,01_HOOFD_196,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_200,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_330,2014/6/11 6:00,2014/6/11 6:00
10153084,09_AH_I_010,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_380,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_430,2014/6/11 6:00,2014/6/11 6:00
10153084,11_AH_II_010,2014/6/11 6:00,2014/6/11 6:00
10153084,13_CRD_010,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_480,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_490_2,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_491,2014/6/11 6:00,2014/6/11 6:00
10153084,08_AWB45_005,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_490_1,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_375,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_490_1a,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_250_2,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_490_4,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_195,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_494a,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_370,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_250_1,2014/6/11 6:00,2014/6/11 6:00
10153084,01_HOOFD_500,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_510_0,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_510_3,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_510_4,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_532,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_515,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_495,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_510_1,2014/6/13 6:00,2014/6/13 6:00
10153084,01_HOOFD_510_2a,2014/6/17 6:00,2014/6/17 6:00
10153084,01_HOOFD_510_2,2014/6/17 6:00,2014/6/17 6:00
10153084,01_HOOFD_490_5,2014/6/17 6:00,2014/6/17 6:00
10153084,01_HOOFD_490_5a,2014/6/17 6:00,2014/6/17 6:00
10154600,01_HOOFD_010,2014/4/30 6:00,2014/4/30 6:00
10154600,01_HOOFD_011,2014/5/1 6:00,2014/5/1 6:00
10154600,01_HOOFD_020,2014/5/1 6:00,2014/5/1 6:00
10154600,02_DRZ_010,2014/5/1 6:00,2014/5/1 6:00
